style-scope src,style-scope,yt-simple-endpoint href,yt-simple-endpoint,yt-simple-endpoint href 3,yt-core-attributed-string,yt-core-attributed-string__link,yt-core-attributed-string__link href,style-scope 3,yt-core-attributed-string 3
https://yt3.ggpht.com/HReaJwTBP0hBJLQ27q234_r9Szcdot4m62Ihb2wWG6U2wtvAT6QCbhyA3uFnfdydzI3HOYGQyPY=s88-c-k-c0x00ffffff-no-rj,@gdeu9322,https://www.youtube.com/@gdeu9322,3 months ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgxrMhPwX38eLn2u_MV4AaABAg,"My code for that:

tamanho = [5, 2, 5, 2, 2]
for letra in tamanho:
    print(""x"" * letra)",01:55:20,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=6920s,,
https://yt3.ggpht.com/ytc/AIdro_kXfx7nJpeltEdCRh_plMcpXlMYN6y-VPaoHIIWEJGDxaE=s88-c-k-c0x00ffffff-no-rj,@aidanm8954,https://www.youtube.com/@aidanm8954,4 years ago (edited),https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgzO3r7Gc6XODxwspdl4AaABAg,"""I've taught over 3 million people who too code""
No, my friend, you taught 20 million people. great video!! loving watching it",,,339,10 replies
https://yt3.ggpht.com/sn-kJcsJoLVWf-28rshgfR9BuKRprGYSU60pYkELSGnSCAfh9huNYJU23BHyAgHtlcBlNBbC_iM=s88-c-k-c0x00ffffff-no-rj,@shankarvk922,https://www.youtube.com/@shankarvk922,5 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgwPLg_bUbqU3M9S_4t4AaABAg,"Mosh you make it look so simple with your graded approach, with clear voice over - awesome work.",,,46,
https://yt3.ggpht.com/ytc/AIdro_l_cdb12iEvfbconWqKW89iqSh69jL-NdmjZIuXCkr9Yg3iLzKFdf8SG32lYrR3AmrM9A=s88-c-k-c0x00ffffff-no-rj,@saravanananish1961,https://www.youtube.com/@saravanananish1961,1 year ago (edited),https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=Ugwlw80vIPHmOTEMKk54AaABAg,"Hey Mosh 
I've been just watching some mins randomly.
Today I started to learn seriously and take notes
So yeah it's 
Day 1 : Completed  minutes 
(Feeling really confident in printing variables ️)",37:58:00,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=2278s,49,3 replies
https://yt3.ggpht.com/ytc/AIdro_k89B9OsOXqlqAqh7jbSfXiWDdufjomr5AE_pD8IK_BtDFr=s88-c-k-c0x00ffffff-no-rj,@SouravKunduFamily,https://www.youtube.com/@SouravKunduFamily,2 months ago (edited),https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=Ugy39GmhWOfJ1M4IkFJ4AaABAg,"Hi Mosh, I have been following this tutorial for a few days and I'm finding it really helpful. The for loop exercise () where we need to print the letter F was in deed a bit challenging as I was not able to figure out how to print the letter X without a line break since it's printing through the inner for loop and then I came up with the below code which is slightly different than what you have provided but returned the same output. Just curios to know what is your thoughts on this. Alert: I'm a newbie in Python. 

numbers=[5,2,5,2,2]
for count_number in numbers:
    for item in range(count_number):
        print(""X"", end="""")
    print(end=""\n"")",01:55:00,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=6900s,,
https://yt3.ggpht.com/ytc/AIdro_ksyifB2wqkV9aH4V-_erNoFU3gjKJ2AObLXyUr0cFU36s=s88-c-k-c0x00ffffff-no-rj,@thijs1ijs,https://www.youtube.com/@thijs1ijs,2 years ago (edited),https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgxLNBOYjEFmgHgLTal4AaABAg,Never thought I would enjoy a 6 hour programming course! Really nice man!,,,342,1 reply
https://yt3.ggpht.com/30OeptQgZH9DKDAGT8BDtXu7C5gfPjchw5_x6IP9lLLeOCOFJRrToZGbjEBb8jtd9JkCB5X4RUg=s88-c-k-c0x00ffffff-no-rj,@smerrett6602,https://www.youtube.com/@smerrett6602,4 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgwuYhUcD9av7KXIX_94AaABAg&pp=0gcJCSMANpG00pGi,This guy is a better teacher then my entire school district.,,,708,21 replies
https://yt3.ggpht.com/ytc/AIdro_mAyeawgcRWLOVFRDF95bnT0gXj4JdPqQbrVeGuLF4=s88-c-k-c0x00ffffff-no-rj,@welock,https://www.youtube.com/@welock,3 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgxKS72jjLEpYQKEKhJ4AaABAg,"Thank you very much. This is like a 9 week course crunched into six hours and its perfectly paced - no banter, no worthless filler, just quick to the point instructions & anecdotes. As a busy person, I have a LOT of respective for people who get to the point and don't waste time. I hope you don't mind I did use my code comments to describe the  in this case, just for my own learning notes lol.",,,130,2 replies
https://yt3.ggpht.com/OcKto8Jw6SuruUnmstlF4294qPPrRIfDfI51lM-L_2gtvcLXU4yCtty7cZykdAL1FaSt7CvT_D4=s88-c-k-c0x00ffffff-no-rj,@johnstanners57,https://www.youtube.com/@johnstanners57,2 weeks ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgyFLm9FkJ-kO9ejBqB4AaABAg,Thanks,,,1,
https://yt3.ggpht.com/ytc/AIdro_nQacfi7Y-pnOAysBYTOHXT-1vRUkaa2vfhF7lt7g52bc4=s88-c-k-c0x00ffffff-no-rj,@RobertoJ3rd,https://www.youtube.com/@RobertoJ3rd,5 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=Ugy42kJPp3epXvVTgnd4AaABAg&pp=0gcJCSMANpG00pGi,I've decided I needed to supplement my meager SS income and being 74 yrs old with a recent hip replacement and can't be doing too much handyman work. I'm PC literate and I  know I can do this. So glad to have found you Mr. Mosh and your Programming course.,,,89,5 replies
https://yt3.ggpht.com/4PDDpgEerp-t7QLgW5Im-kw5giek0bxDEprpPa3adgyMSpg8Q2SPvachaZZqVAjSQzaZgO-vPQ=s88-c-k-c0x00ffffff-no-rj,@SpartacusTheHumble,https://www.youtube.com/@SpartacusTheHumble,2 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgwpZsz4_re9pB3AG4N4AaABAg,"Thank you Mosh for having these tutorials up for us to use. I am a complete noob to this and it's been very helpful. Been doing little by little thru this video. I am currently at the  mark on the video. very helpful. ( Though, I have been watching this video for a few days lol ) mark on the video. very helpful. tho... I will forever suck at math lol. I do wanna be a Game Designer at some point in the future( my dream job it is ). But I gotta work up on my math skills. I love that you guys have these tutorials for free use on here. Keep it up m8.",01:06:37,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=3997s,42,3 replies
https://yt3.ggpht.com/6FNtzGqL5ShZOfsTh8lVCn9hz79U_JbbM-W3lrjVUx8NFDrqaIbFYgMeruVOFYSnkcddab-58A=s88-c-k-c0x00ffffff-no-rj,@BiniamNegash-n2f,https://www.youtube.com/@BiniamNegash-n2f,1 year ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgxPqR8UYDa5PqXiOv54AaABAg,"Video Summary:
This Python tutorial covers everything you need to get started programming in Python, including building websites, machine learning, and automation tasks. It also covers core concepts like strings, conditionals, dictionaries, classes, and using external packages.
 
-  This section introduces the Python course and highlights the various topics covered.
-  This section explains boolean expressions and arithmetic operations in Python.
-  This section explains how to handle different commands entered by the user in Python.
-  In Python dictionaries, keys must be unique and can be accessed using square brackets or the get method.
-  This section explains the concept of classes in Python and introduces the use of a constructor to initialize object attributes.
-  The video demonstrates how to install and import packages in Python using the pip tool.
-  The speaker explains the assumptions made for music preferences based on age and gender and then demonstrates how to use the model to make predictions.",00:00,https://www.youtube.com/watch?v=_uQrJ0TkZlc,43,1 reply
https://yt3.ggpht.com/ytc/AIdro_m9vnpvLDuCjN3benUeTYbdwWWXR-SG2Q9WZSq15GVI1DuDYBub2lf4hmef0g1yidFIrw=s88-c-k-c0x00ffffff-no-rj,@Y.P.96,https://www.youtube.com/@Y.P.96,1 month ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=Ugx009RCaJcYLXhbm-R4AaABAg,"relevant to 
 to bring up the emoji tab on a windows computer, During text entry, type Windows logo key + . (period)",02:28:45,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=8925s,,
https://yt3.ggpht.com/ytc/AIdro_mw7OEVgSVKU4sWcCDndSOWIYMaUFXWLNvsTYLKmeo726k=s88-c-k-c0x00ffffff-no-rj,@lukesiebenhausen6031,https://www.youtube.com/@lukesiebenhausen6031,3 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgzXGEBTIdNaG7FxEk54AaABAg,I'm starting to learn Python to get into CyberSec. I'm 37 years old and finally found what I want to do with my life. After researching I found that Python is a key coding tool in the industry so here I am. Thanks Mosh,,,332,35 replies
https://yt3.ggpht.com/ytc/AIdro_kabEdUwL_Bktb2VWo53OO7agH5SZ1lUyn47rScef_f66I=s88-c-k-c0x00ffffff-no-rj,@andreanava9887,https://www.youtube.com/@andreanava9887,2 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgwDMP2DZryV-o7nb3J4AaABAg,"I am going to say, I have just 3 years as a English speaker (my first language is Spanish) and I understand EVERYTHING that you explain. You put it so simple, very understandable, digestible for real beginners like me... Thank you for putting all the work/time and release these videos for free.",,,140,1 reply
https://yt3.ggpht.com/0FQkWp9NiTEMBHn9yvrvOMDOGrxHrmnMDxs_6w4RW-zzy490YwyWCo2QJIHUADQ0tVGPNHqt3p8=s88-c-k-c0x00ffffff-no-rj,@benjaminwatson8311,https://www.youtube.com/@benjaminwatson8311,3 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgwMdFIuGzLj3laJodx4AaABAg,"Mosh, a man who spent 6 hours of his time teaching people how to code for absolutely free, the absolute legend.",,,144,4 replies
https://yt3.ggpht.com/ytc/AIdro_ksRQYQ3XAj0bV5wBbpiI8Y2xdKlHNDXLLoVsk2MKc=s88-c-k-c0x00ffffff-no-rj,@lutauwu6280,https://www.youtube.com/@lutauwu6280,3 months ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgwLV2eZFPYr68f-FEJ4AaABAg,"here is what I did it worked perfectly:
while True:
    command=input(""> "")
    if command.lower()=='help':
        print(""start-to start the car , stop-to stop the car , quit-to quit the game"")
    elif command.lower()=='start':
        print(""car started ready to go!"")
    elif command.lower()=='stop':
        print(""car stopped"")
    elif command.lower()=='quit':
        break
    else:
        print(""I dont understand!"")",01:32:15,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=5535s&pp=0gcJCTAAlc8ueATH,,1 reply
https://yt3.ggpht.com/ytc/AIdro_kzLssHbLQNHfEwJYysOl-y46V-m_mfhq5h4n9tScitLxs=s88-c-k-c0x00ffffff-no-rj,@bamartist4437,https://www.youtube.com/@bamartist4437,4 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgyYX3qCpxc45R3ba8h4AaABAg,"print(""This guy is a fantastic teacher. He keeps his student in mind, and I don't feel like I am watching someone telling me how great they are at python."") More power to you brother.",,,112,3 replies
https://yt3.ggpht.com/ytc/AIdro_kdlWPgdisl_Lh9MbUWaG2_X85MnwlcRPm-u8AATIns5i_H=s88-c-k-c0x00ffffff-no-rj,@liamc7070,https://www.youtube.com/@liamc7070,4 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgyQXUqek_1-dcG-v2V4AaABAg,What a wholesome guy. He's teaching python but he also takes the time to teach order of operations. That's dedication.,,,131,4 replies
https://yt3.ggpht.com/ytc/AIdro_kgCDNc6eCpEqr43uX4czxsUtkVFWfFlQ_v6Er-v1c=s88-c-k-c0x00ffffff-no-rj,@sphinyal8758,https://www.youtube.com/@sphinyal8758,2 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=Ugy6SLWybxTQ5WWJqFx4AaABAg&pp=0gcJCSMANpG00pGi,"I'm gonna add myself to the many ""thank you""s! I'm one hour in and I already understood more than I did in a TWO DAYS course I got from work. You singlehandedly gave me the trust that even I can learn python and programming. This video is worth gold to me right now! Thank you Mosh!",,,191,5 replies
https://yt3.ggpht.com/ytc/AIdro_lXulcwwg-1kfceAiHKSdGt8sMbZ_Od9cY5XCilFDZRVIOHrAkq91gkHmhFp-Y9h6RaGA=s88-c-k-c0x00ffffff-no-rj,@justanedu,https://www.youtube.com/@justanedu,2 months ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgxQ2CgbUTdWjXn7zwN4AaABAg&pp=0gcJCSMANpG00pGi,"@, the easier solution is : 
stars = [5,2,5,2,2]

for star in stars:
    print (""*"" * star)",01:55:32,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=6932s,,
https://yt3.ggpht.com/zVy7OTga_QXjmDXKMj28msqasy9M_Zee5QacRA4tDOyaDztvSYMpgy-5r0Gdrpj6qG34xZAc7Q=s88-c-k-c0x00ffffff-no-rj,@Miftahulkh,https://www.youtube.com/@Miftahulkh,8 months ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgyQ-qWioybIdAndBEZ4AaABAg,"Look at this guy :
-He make an actual good tutorial
-He is explaining correctly
-He makes a whole a*s 6 hours tutorial
-He goes straight to the point
-he actually teach important things
-im in the Future 2024",,,279,13 replies
https://yt3.ggpht.com/2aOt4NmjQd9tpOktPZthT3zV6pv1IyHXdijkXmQUJKO6ut29zRuZIgFJ_Vp5o5eqq1P_rpqr_h4=s88-c-k-c0x00ffffff-no-rj,@codinggavin,https://www.youtube.com/@codinggavin,3 months ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=Ugw2O2MQ-AiQ_4m01Pt4AaABAg,4 years ago I started learning python from this course and today I got my first job as a Software Engineer.  Thanks Mosh!,,,125,8 replies
https://yt3.ggpht.com/ytc/AIdro_l90HzKfNyFP6gc40aFyGXOAk-u4FKyHxQ05ekbPU40yg=s88-c-k-c0x00ffffff-no-rj,@Raptor-yh3th,https://www.youtube.com/@Raptor-yh3th,3 years ago (edited),https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=Ugw6u7e1koG_apJZTuF4AaABAg,"ITS ALSO ALL CAPTIONED, NOT JUST AUTO GENERATED. this man deserves an award

edit: why so many people in the comments? you're here for whats up there, not here",,,276,10 replies
https://yt3.ggpht.com/ytc/AIdro_lN1r14JyVE1HV827fOA4jwcUpML9JATe2vub3wBZwgdO1_u1mEpcWHSejRd9oj5lcaaA=s88-c-k-c0x00ffffff-no-rj,@AloisBrandejs,https://www.youtube.com/@AloisBrandejs,2 months ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgyQaNM9mfn2EwmqWAx4AaABAg,"Thank you for the course!, I managed to pretend understanding till about , after that I got lost forever. Obviously, not all can code as simply :-)",01:45,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=105s,1,
https://yt3.ggpht.com/ytc/AIdro_mzucPKXJgw9uYVQJywDojyaAI7HglFoAt8QyVYOUg=s88-c-k-c0x00ffffff-no-rj,@williamjones1016,https://www.youtube.com/@williamjones1016,2 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgzO2ePUZ8ZIh1rcIt14AaABAg,"I have to add my 'Thank you' to the thousands of thank you's that you have already received and the thousands still to come. You make the learning easy, fun, and save hundreds of hours of what could be frustrating madness learning to do all of this. I, personally, need it for a college course that I am taking. You have set me up for success and given me confidence that I did not have 2-days ago when my class began. Truly grateful for your time, energy, and selflessness to share what you have spent years mastering. Thank you again, Sir.",,,112,1 reply
https://yt3.ggpht.com/fIzxvy8p1VFMXZKeaP8FgkDHgKdeBa352oCWATPg5lW-SAaJz6ixR_bTuoV6e57j7jEFQaSFks0=s88-c-k-c0x00ffffff-no-rj,@justtrim,https://www.youtube.com/@justtrim,5 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgwAkZpRkFcosrzZseF4AaABAg,"Dude, I'm less than 2 minutes in and I just want to say thank you so much for creating this absolute monster of a video. What an absolutely epic contribution to the world. Thank you!",,,104,
https://yt3.ggpht.com/ytc/AIdro_n8n90jxNgeB4KzhNkJfZdso-BwimkGJDrVDvkR1ZxW5qY=s88-c-k-c0x00ffffff-no-rj,@thedougggg,https://www.youtube.com/@thedougggg,5 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=Ugx08B7BfuPO1iwSpUF4AaABAg,who else is watching this in quarantine,,,9.4K,421 replies
https://yt3.ggpht.com/TJrLkyfmdd4olRF_CL80jEzbovL6NrzTnZkEZSQEquT393pnIEHwH12SJMKp7w3ZPaTsMvck=s88-c-k-c0x00ffffff-no-rj,@codingaccount-jh9jl,https://www.youtube.com/@codingaccount-jh9jl,3 months ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=Ugys_vrVTePOon5ZYMZ4AaABAg,in  you can also use the int() function,01:20:27,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=4827s,,
https://yt3.ggpht.com/ytc/AIdro_nM1zk3g8YwynOdiLFB5pTto-XJS1vtncmtst2IWBM=s88-c-k-c0x00ffffff-no-rj,@shirleymwombe7894,https://www.youtube.com/@shirleymwombe7894,3 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgzSYGfu1vy_2fD2-y14AaABAg,I got a supplementary in my first coding course and have avoided programming all through my career. But this course and your teaching style has completely changed my mind . Thanks a lot for this course Mosh.,,,130,
https://yt3.ggpht.com/yRFPVJH4jxGHwg8BS6SWOja3vus7MwizTDeJy8IdolM_mXY6kCVBynVik5Hp2oT2G2aYA-8M=s88-c-k-c0x00ffffff-no-rj,@no_worriesO_O,https://www.youtube.com/@no_worriesO_O,5 months ago (edited),https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgwMq3MbRyBG8OVoNZ14AaABAg&pp=0gcJCSMANpG00pGi,"Starting in November 2024... I haven’t started my university yet (will begin approximately in 2 months), so I'm taking this time to explore coding and see if it’s something I’ll love. Long journey ahead! Leaving this comment here to remind myself in the future of where it all began.",,,138,13 replies
https://yt3.ggpht.com/ytc/AIdro_lge1uuYEFaw_vAFtGX2Ou3RHU1rCNVc9BnYaAjIKmIbQM=s88-c-k-c0x00ffffff-no-rj,@ernestemmanuel9619,https://www.youtube.com/@ernestemmanuel9619,2 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgwxweLEkHf2QZtsq6x4AaABAg&pp=0gcJCSMANpG00pGi,"I just started with this course and I really love the way Mosh smiles and teaches python like it's abc. I love the way he goes ahead into knowing what you'd be confused about and guides you. The intermittent assignments are lovely because it makes you put yourself out there already, even with the little that has been taught...so you know you're already capable of writing your own programs.
Great work here, Mosh",,,46,2 replies
https://yt3.ggpht.com/G5H984ST17YQRLRzwJj_48KD_qWSYnhlQVqPlR7JEh8mHQsmJdNkfD9yT2QcUpj2SWC1sgfWDWo=s88-c-k-c0x00ffffff-no-rj,@NameIcantfind,https://www.youtube.com/@NameIcantfind,3 months ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=Ugw7zZ-HA6elpVk7Y654AaABAg,"in SA ( South Africa ) we call this ""BODMAS"" short for: Brackets, Operations, Division, Multiplication, Addition and Subtraction",52:52:00,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=3172s,,
https://yt3.ggpht.com/ytc/AIdro_l4LujQ1og2LwgiteP6Ntw08dpV5L4n6i402jTRoVnJSQZiydl5Jl-pNitf_hSEC7ciMg=s88-c-k-c0x00ffffff-no-rj,@phrungck,https://www.youtube.com/@phrungck,1 year ago (edited),https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgyBqg-w-z-T48FRTW94AaABAg,"This video kickstarted my career in machine learning. I shifted careers, and crammed this video to submit my first ever coding assignment (spam filtering). Oh boy, it's been 4 years already? Wow. I really do appreciate you and the work you are doing. Definitely one of the best out there. Your voice alone brings a flood of nostalgia. Cheers!",,,168,7 replies
https://yt3.ggpht.com/ytc/AIdro_nL6zTVY1KrGyKhb-jX-tOXjyMCjKbf3mGnOAhtpV3Khg=s88-c-k-c0x00ffffff-no-rj,@d3gkryan823,https://www.youtube.com/@d3gkryan823,5 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgwvEIavZffad6JnYKV4AaABAg,"Hey Mosh, I'm just prepping myself for university next year. Currently at comm college doing math gen eds for Cyber Security. Cheers!",13:00,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=780s,63,
https://yt3.ggpht.com/ytc/AIdro_k4_qGRaAXK6UTisSWaaaw-zhh5jpGP0eEphFUQM6VP7Ic=s88-c-k-c0x00ffffff-no-rj,@lumberappl,https://www.youtube.com/@lumberappl,3 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgwqjQsl7aepgcfWuot4AaABAg,Why did people dislike this video? Its a guy just spending his own free time giving out his knowledge of python for free. There is nothing to dislike about this video...,,,160,7 replies
https://yt3.ggpht.com/z70GquTjkMtrd7H5oH_bx5V_EeBackIpudyyzvkOTCdUpJnRg7yUZ1LbTnaM9u83_8gn2IYhvA=s88-c-k-c0x00ffffff-no-rj,@Bruno_sense,https://www.youtube.com/@Bruno_sense,3 months ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=Ugw_Dz-o5pcd45LV2-N4AaABAg,"Is it correct? program runs normally sir but I am very differnt

print(""You have chances from 0 to 9 but only three times can accept "")
x=0
try:
    while x<3:
        guess = int(input(""Guess : ""))
        if guess<9:
            print('nope')
        elif guess>9:
            print('illegal you should guess from 0 to 9')
        elif guess==9:
            print(f'You win {guess} is correct ')
            x+=2
        x+=1
    else:
        print('sorry you failed')

except ValueError:
    print('You type is not numeric')",01:30:38,https://www.youtube.com/watch?v=_uQrJ0TkZlc&t=5438s,,
https://yt3.ggpht.com/SgacpCsg7svuqZT-AJrm7yrNQlGZ6CKVykxqKzHwqgRtwRazUxFdUlQVdhtT-hsrMymBqa5dmA=s88-c-k-c0x00ffffff-no-rj,@helenomotayo9827,https://www.youtube.com/@helenomotayo9827,3 years ago (edited),https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgztXbxMsdKGECgtFwN4AaABAg,"I've always wanted to learn Python but I've been afraid...
Just 8mins into the video, I'm confident that I can learn it.
Thanks for simplifying this course. I'll surely recommend this course to anyone!
You just gained an additional subscriber!
Just tried to vote only to realise that you already got the award...you definitely deserve it.
Thanks again.",,,64,2 replies
https://yt3.ggpht.com/ytc/AIdro_kvGBCnQKM9twnmWJf-Y1_RGp14jqKsbj1UcsFwOPdtA4k=s88-c-k-c0x00ffffff-no-rj,@michaelduran9792,https://www.youtube.com/@michaelduran9792,3 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgwWA3RWUX6bSD3BJPF4AaABAg&pp=0gcJCSMANpG00pGi,"I'm only about 28 minutes into this course. I was able to write the pounds to kilograms code with only notes and having to google the conversion rate. For anyone looking to learn as a beginner this is the place ! i have ZERO experience in programming or coding or even IT. 
Thank you Mosh for making this so accessible to beginners !",,,113,4 replies
https://yt3.ggpht.com/ytc/AIdro_m3AeiUY0qfISGghKUGUTyF8SZJjQT2k_SgMS6h3-hcQw=s88-c-k-c0x00ffffff-no-rj,@mrobthomp4891,https://www.youtube.com/@mrobthomp4891,4 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgyYM41fRs1HEEfL8QN4AaABAg,"I am 55 years old. I have been in the warehousing field, the fitness field, and the medical field. I want my last hurrah to be in data science. I learned to program in seventh-grade school, in the1970's.  This is how i want to wrap it up",,,289,10 replies
https://yt3.ggpht.com/ytc/AIdro_lIVXXvkdz68lQCfLs7sqCfdR0crVhM3c7tHIiZ5cmCOW1_mGksOYlaSCmXk7Nqz919Kw=s88-c-k-c0x00ffffff-no-rj,@rzhi-e1b,https://www.youtube.com/@rzhi-e1b,13 days ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgzTDK2UNux0eEuebN14AaABAg,"The BEST TUTORIAL even 5 yrs already passed since this tutorial is uploaded. Worth it! It consist of valuable activities to further understanding. I hope all of us finishes this tutorial. Don't rush things, I suggest you to take 2-3 lessons each day and make sure to understand and practice each concept. Try solving more problems to master everything. Godbless.",,,1,
https://yt3.ggpht.com/ytc/AIdro_l-XfW2Ke-zC0K3L6M_DdytBOlgTQoUJ3_pkAyjz6t6R7kisypC2zLkzd9acRUIrhUdZg=s88-c-k-c0x00ffffff-no-rj,@xtin6459,https://www.youtube.com/@xtin6459,4 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgzCUokyZj8AvixEq6F4AaABAg,"I've learned a lot in this 6 hr video more, than I have learned in my 4 years in school. You're amazing Mosh!",,,75,2 replies
https://yt3.ggpht.com/ytc/AIdro_nj7febkj-NMxi6cl2GPOUPIIhpgQvaRSX62TO5Q8HKTg=s88-c-k-c0x00ffffff-no-rj,@saksham5882,https://www.youtube.com/@saksham5882,5 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgzhFkDpPOCBzzdGd1F4AaABAg&pp=0gcJCSMANpG00pGi,"Time Stamps :
 Introduction
 Installing Python 3
 Your First Python Program
 How Python Code Gets Executed 
 How Long It Takes To Learn Python 
 Variables
 Receiving Input
 Python Cheat Sheet
 Type Conversion
 Strings
 Formatted Strings
 String Methods
 Arithmetic Operations
 Operator Precedence
 Math Functions
 If Statements
 Logical Operators
 Comparison Operators
 Weight Converter Program 
 While Loops
 Building a Guessing Game
 Building the Car Game
 For Loops
 Nested Loops
 Lists
 2 D Lists
 My Complete Python Course 
 List Methods
 Tuples
 Unpacking
 Dictionaries
 Emoji Converter
 Functions
 Parameters
 Keyword Arguments 
 Return Statement
 Creating a Reusable Function 
 Exceptions
 Comments
 Classes
 Constructors
 Inheritance
 Modules
 Packages
 Generating Random Values
 Working with Directories 
 Pypei and Pip
 Project 1: Automation with Python
 Project 2: Machine Learning with Python 
 Project 3: Building a Website with Djang",00:00:00,https://www.youtube.com/watch?v=_uQrJ0TkZlc,566,29 replies
https://yt3.ggpht.com/g0I5cLRNoYY-ECwiBdopiU8ycvCfWgvwp0po72JdkHjTSgmc-Civ4GU_aOhwK2EmovqMKAM-9g=s88-c-k-c0x00ffffff-no-rj,@abubalo,https://www.youtube.com/@abubalo,5 years ago (edited),https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=Ugyb-eKOQk_NrX3lYFx4AaABAg,I am guessing how much I would have to pay if this was a Udemy course.  Oh my God! This man is my savior. Happy Python day to everyone.,,,321,9 replies
https://yt3.ggpht.com/ytc/AIdro_nO5_AnrR5wC3yikrkeRVMEqqK2JYLnvMQub5cKxd-mCQNDacSpJv5wGRkTMh4pgO6TqQ=s88-c-k-c0x00ffffff-no-rj,@madhumita8828,https://www.youtube.com/@madhumita8828,1 month ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgylWDX_GNsGkPwiAid4AaABAg,"It feels illegal that it's a free video...like a paid course will not be this much clear...Thanks Mosh , you are doing a very great job!!",,,3,
https://yt3.ggpht.com/ytc/AIdro_lsYBxvsDZTQYAybJ5B3Fe6BB915JkiyzMLOfvc-jPWDTA=s88-c-k-c0x00ffffff-no-rj,@peterjohnson8966,https://www.youtube.com/@peterjohnson8966,2 years ago,https://www.youtube.com/watch?v=_uQrJ0TkZlc&lc=UgwFgpLDnmpfc1n0Lv54AaABAg,"I am 82 years old, retired - obviously. I started work as a computer operator in 1968 and then moved on to (Cobol) programming. Those were the days! Quite often we would punch our own programs into 80 column punch cards because the girls(!) were busy doing (the more important!!) production work.
I'm really enjoying this Python tutorial course of yours and - so far - finding it quite straightforward with no probs. I'm just doing it for fun.",,,127,19 replies
